customer_id,name,email,tenure_months,last_login_days,login_frequency,avg_session_duration,feature_usage_count,monthly_active_days,usage_drop_flag,subscription_type,monthly_charges,payment_failures,discount_applied,support_ticket_count,unresolved_tickets,churn,health_score
CUST0401,Neeenika Almeida,neeenika.almeida@gmail.com,38,44,20,27.0,19,21,0,Basic,922.89,0,1,0,2,0,40
CUST0402,Varilant Dimitrov,varilant.dimitrov@gmail.com,38,23,15,43.9,48,23,1,Standard,1358.44,0,1,8,1,0,54
CUST0403,Isheshesh Purohit,isheshesh.purohit@gmail.com,45,51,27,40.5,39,12,0,Premium,572.31,1,1,8,4,0,10
CUST0404,Kriena Basu,kriena.basu@gmail.com,51,55,7,113.9,46,17,0,Standard,625.07,2,0,5,2,1,10
CUST0405,Ariyaendra Haldar,ariyaendra.haldar@gmail.com,54,14,11,116.2,28,17,0,Premium,349.29,1,0,9,3,0,52
CUST0406,Vivitendra Chakraborty,vivitendra.chakraborty@gmail.com,8,28,20,26.0,46,10,0,Premium,704.22,0,1,0,3,0,48
CUST0407,Ishanesh Kowalski,ishanesh.kowalski@gmail.com,27,7,16,7.5,27,29,0,Standard,247.39,0,0,7,3,0,69
CUST0408,Aaranya Almeida,aaranya.almeida@gmail.com,27,4,4,87.8,4,19,0,Basic,1391.88,3,0,1,0,0,66
CUST0409,Deveshesh Ilangovan,deveshesh.ilangovan@gmail.com,34,28,6,53.1,15,14,0,Basic,1074.04,3,0,8,2,0,26
CUST0410,Saiyaika Mehra,saiyaika.mehra@gmail.com,21,46,26,15.2,35,11,1,Standard,1486.97,2,0,7,2,1,10
CUST0411,Rajnaendra Bhattacharya,rajnaendra.bhattacharya@gmail.com,30,3,22,83.6,37,2,1,Premium,1346.67,1,0,2,0,0,72
CUST0412,Tanisha Novak,tanisha.novak@gmail.com,33,11,26,67.7,1,18,0,Basic,813.89,0,0,4,2,0,73
CUST0413,Avieshant Suryanarayanan,avieshant.suryanarayanan@gmail.com,28,44,3,117.8,3,7,1,Basic,874.59,1,0,8,0,0,31
CUST0414,Yogeshan Mensah,yogeshan.mensah@gmail.com,47,1,9,31.2,47,12,0,Basic,446.75,0,1,0,1,0,91
CUST0415,Shaenesh Andersson,shaenesh.andersson@gmail.com,33,26,28,51.5,24,26,0,Premium,799.65,0,0,8,4,0,42
CUST0416,Yogviit Ilangovan,yogviit.ilangovan@gmail.com,5,30,10,67.4,27,2,0,Basic,1372.94,1,0,3,3,0,36
CUST0417,Mian Mahadevan,mian.mahadevan@gmail.com,48,50,14,96.0,40,27,0,Standard,265.11,0,0,3,0,0,50
CUST0418,Tanantira Keller,tanantira.keller@gmail.com,19,50,11,68.1,36,20,0,Standard,1321.62,0,0,3,0,0,50
CUST0419,Elis Novak,elis.novak@gmail.com,4,35,18,75.5,34,18,0,Premium,642.23,0,0,9,0,0,65
CUST0420,Saieshant Basu,saieshant.basu@gmail.com,35,35,22,31.0,29,6,0,Standard,1368.37,0,1,8,1,0,57
CUST0421,Sein Haldar,sein.haldar@gmail.com,49,25,12,102.4,24,24,1,Standard,1422.14,2,0,5,0,0,40
CUST0422,Varana Fernandes,varana.fernandes@gmail.com,17,42,23,54.3,24,10,0,Basic,1071.12,0,1,7,4,0,26
CUST0423,Devyaendra Hernandez,devyaendra.hernandez@gmail.com,44,26,12,21.2,42,20,0,Standard,1062.75,0,0,3,4,0,42
CUST0424,Ariavav Mensah,ariavav.mensah@gmail.com,28,4,13,81.4,4,15,0,Standard,787.58,0,0,2,3,0,72
CUST0425,Yogeshant Parameswaran,yogeshant.parameswaran@gmail.com,30,19,25,29.9,3,5,0,Premium,1285.2,0,1,0,1,0,73
CUST0426,Kriviav Andersson,kriviav.andersson@gmail.com,29,10,13,16.2,34,20,0,Basic,1449.1,0,0,9,4,0,58
CUST0427,Aviila Haldar,aviila.haldar@gmail.com,46,9,19,104.1,49,3,0,Basic,1206.61,1,0,6,2,0,65
CUST0428,Prailan Keller,prailan.keller@gmail.com,53,39,26,57.9,23,5,1,Basic,1007.52,0,0,3,2,1,30
CUST0429,Sean Almeida,sean.almeida@gmail.com,6,37,19,91.2,23,25,0,Basic,987.83,1,0,7,2,0,37
CUST0430,Shaeshan Basu,shaeshan.basu@gmail.com,35,5,23,38.4,45,8,0,Premium,1303.31,3,0,2,0,0,65
CUST0431,Devanesh Andersson,devanesh.andersson@gmail.com,41,7,14,95.5,5,8,0,Basic,902.56,1,0,0,0,0,83
CUST0432,Ela Kowalski,ela.kowalski@gmail.com,37,22,4,17.9,31,8,0,Standard,1244.02,0,0,4,2,0,62
CUST0433,Yogviant Purohit,yogviant.purohit@gmail.com,24,46,13,45.9,41,12,0,Basic,860.55,0,0,1,3,0,30
CUST0434,Neeeshika Ishikawa,neeeshika.ishikawa@gmail.com,29,25,8,117.5,6,24,0,Basic,280.18,2,1,2,3,0,31
CUST0435,Mion Basu,mion.basu@gmail.com,49,45,29,96.3,37,23,0,Standard,698.13,0,1,5,0,0,55
CUST0436,Krinaant Hernandez,krinaant.hernandez@gmail.com,46,42,23,62.2,10,8,0,Basic,776.77,1,1,2,2,0,32
CUST0437,Aviishesh Ilangovan,aviishesh.ilangovan@gmail.com,53,11,21,44.1,40,11,0,Basic,383.1,2,0,2,3,0,45
CUST0438,Rajavika Andersson,rajavika.andersson@gmail.com,31,25,23,105.3,7,14,0,Standard,332.25,2,1,5,0,0,55
CUST0439,Kriaresh Kulasekaran,kriaresh.kulasekaran@gmail.com,35,12,19,67.7,39,8,0,Standard,895.1,2,1,4,2,0,52
CUST0440,Vivyaendra Ilangovan,vivyaendra.ilangovan@gmail.com,33,39,12,92.2,38,29,0,Basic,309.69,0,1,9,1,0,53
CUST0441,Krieshan Bhattacharya,krieshan.bhattacharya@gmail.com,52,17,18,91.7,21,24,0,Premium,592.83,0,0,8,2,0,67
CUST0442,Praavika Ishikawa,praavika.ishikawa@gmail.com,21,24,6,7.1,20,28,0,Standard,1166.98,3,0,0,2,0,30
CUST0443,Neeeshant Khatri,neeeshant.khatri@gmail.com,32,32,18,19.5,3,10,0,Premium,1452.76,0,1,2,4,0,36
CUST0444,Devenira Khatri,devenira.khatri@gmail.com,23,46,19,80.9,22,7,0,Basic,1132.23,0,0,2,4,0,22
CUST0445,Harenit Hernandez,harenit.hernandez@gmail.com,33,39,22,23.6,47,28,0,Basic,1489.41,1,0,5,1,0,43
CUST0446,Rajenit Chakraborty,rajenit.chakraborty@gmail.com,3,59,5,34.4,4,17,0,Basic,1106.84,0,1,7,1,0,33
CUST0447,Yogishya Fernandes,yogishya.fernandes@gmail.com,18,42,24,113.9,28,4,1,Basic,580.93,2,1,2,2,1,10
CUST0448,Aviyaa Raghunathan,aviyaa.raghunathan@gmail.com,25,11,9,69.4,12,29,0,Standard,1072.67,1,1,2,3,0,55
CUST0449,Praenan Bhattacharya,praenan.bhattacharya@gmail.com,42,43,27,91.3,38,13,1,Premium,1111.8,0,1,5,1,0,34
CUST0450,Praarendra Bhattacharya,praarendra.bhattacharya@gmail.com,31,35,3,69.2,36,4,0,Standard,682.25,3,0,7,2,1,19
CUST0451,Noer Ishikawa,noer.ishikawa@gmail.com,54,47,28,68.5,47,5,0,Basic,222.03,1,0,5,0,0,43
CUST0452,Soo Petrescu,soo.petrescu@gmail.com,58,3,10,15.8,41,26,0,Standard,1113.16,1,0,9,4,0,55
CUST0453,Praavini Chakraborty,praavini.chakraborty@gmail.com,3,4,19,44.5,5,22,0,Basic,227.21,0,0,2,3,0,72
CUST0454,Devilira Dimitrov,devilira.dimitrov@gmail.com,40,55,3,37.5,13,4,0,Standard,1019.54,0,0,3,2,0,29
CUST0455,Arieshav Novak,arieshav.novak@gmail.com,46,36,29,49.9,23,18,0,Standard,411.7,1,0,0,0,0,54
CUST0456,Elia Venkataraman,elia.venkataraman@gmail.com,24,7,29,96.8,30,6,0,Premium,934.28,0,0,7,4,0,61
CUST0457,Yogeshini Fernandes,yogeshini.fernandes@gmail.com,50,41,22,47.8,37,24,0,Premium,854.09,0,1,3,0,0,59
CUST0458,Shaantendra Hernandez,shaantendra.hernandez@gmail.com,32,48,15,56.9,25,24,1,Basic,216.57,1,1,5,2,1,11
CUST0459,Aviishant Fernandes,aviishant.fernandes@gmail.com,47,27,1,50.7,48,23,1,Standard,670.73,0,1,2,1,0,50
CUST0460,Rajishya Parameswaran,rajishya.parameswaran@gmail.com,22,30,7,15.7,27,22,0,Premium,980.42,0,1,5,4,0,38
CUST0461,Surnaesh Hernandez,surnaesh.hernandez@gmail.com,23,57,12,55.7,14,2,0,Premium,1302.19,0,0,8,0,0,43
CUST0462,Vareshit Khatri,vareshit.khatri@gmail.com,2,8,17,27.5,48,23,0,Standard,1354.23,0,1,8,1,0,84
CUST0463,Daon Moretti,daon.moretti@gmail.com,27,53,21,26.5,47,11,0,Premium,828.0,1,0,9,3,0,13
CUST0464,Shaitav Novak,shaitav.novak@gmail.com,42,50,26,15.8,36,28,0,Basic,1145.95,0,1,2,2,0,34
CUST0465,Soon Dimitrov,soon.dimitrov@gmail.com,2,28,29,46.0,39,14,1,Premium,610.39,0,1,2,2,1,41
CUST0466,Avianira Haldar,avianira.haldar@gmail.com,26,13,24,92.1,16,5,0,Basic,643.84,1,1,3,4,0,45
CUST0467,Devilan Petrescu,devilan.petrescu@gmail.com,17,39,20,36.8,22,6,0,Standard,451.8,3,0,6,0,0,31
CUST0468,Lakeshendra Mahadevan,lakeshendra.mahadevan@gmail.com,40,40,5,40.9,21,10,0,Premium,929.53,1,0,2,3,0,26
CUST0469,Rajilira Almeida,rajilira.almeida@gmail.com,33,21,4,78.9,21,8,1,Basic,607.93,0,0,9,4,0,32
CUST0470,Ishavendra Petrescu,ishavendra.petrescu@gmail.com,9,10,28,27.5,8,14,0,Standard,308.68,0,0,7,4,0,58
CUST0471,Anis Parameswaran,anis.parameswaran@gmail.com,43,22,12,108.2,49,24,0,Basic,1089.51,2,0,7,0,0,58
CUST0472,Surarendra Mensah,surarendra.mensah@gmail.com,54,0,20,64.8,16,3,1,Premium,1119.08,0,0,5,3,0,61
CUST0473,Aaavesh Khatri,aaavesh.khatri@gmail.com,48,45,28,56.5,31,12,0,Premium,666.99,1,0,3,0,0,45
CUST0474,Aanaant Venkataraman,aanaant.venkataraman@gmail.com,39,36,24,69.1,42,16,1,Standard,298.74,0,0,4,2,1,33
CUST0475,Sois Keller,sois.keller@gmail.com,29,20,18,24.1,10,28,0,Standard,753.19,0,1,1,1,0,72
CUST0476,Soin Venkataraman,soin.venkataraman@gmail.com,42,25,17,75.5,32,23,1,Premium,774.04,1,0,5,2,0,34
CUST0477,Avinaesh Fernandes,avinaesh.fernandes@gmail.com,55,45,19,46.8,34,17,0,Basic,1068.27,1,1,2,2,0,29
CUST0478,Lakeshika Raghunathan,lakeshika.raghunathan@gmail.com,26,35,9,108.2,9,1,0,Standard,609.04,1,1,5,4,0,23
CUST0479,Mier Ishikawa,mier.ishikawa@gmail.com,35,53,4,24.4,17,23,1,Standard,1086.38,0,0,4,2,1,16
CUST0480,Aarishira Balasubramaniam,aarishira.balasubramaniam@gmail.com,50,22,26,63.3,11,10,0,Basic,1331.94,0,1,1,3,0,54
CUST0481,Aanait Petrescu,aanait.petrescu@gmail.com,25,56,21,73.8,32,25,0,Basic,507.73,0,0,4,2,0,28
CUST0482,Yogyaesh Venkataraman,yogyaesh.venkataraman@gmail.com,24,0,2,8.8,10,23,0,Basic,1471.6,0,0,4,3,0,76
CUST0483,Lakitini Fernandes,lakitini.fernandes@gmail.com,13,53,4,46.8,22,10,0,Basic,701.28,0,0,8,0,0,47
CUST0484,Praitesh Kowalski,praitesh.kowalski@gmail.com,58,54,2,89.3,17,21,0,Premium,546.44,0,0,7,4,0,14
CUST0485,Kriaran Mahadevan,kriaran.mahadevan@gmail.com,7,50,15,99.3,4,24,0,Standard,746.96,0,0,6,3,0,26
CUST0486,Rajantant Haldar,rajantant.haldar@gmail.com,57,39,2,41.0,48,2,0,Standard,321.72,3,0,2,2,1,15
CUST0487,Aaantan Mensah,aaantan.mensah@gmail.com,36,14,4,96.8,47,9,0,Basic,362.42,1,0,9,4,0,44
CUST0488,Luer Balasubramaniam,luer.balasubramaniam@gmail.com,45,20,6,116.3,25,22,0,Basic,737.76,2,0,3,4,0,28
CUST0489,Aviilendra Fernandes,aviilendra.fernandes@gmail.com,20,46,7,103.5,21,13,0,Basic,1190.18,0,0,5,3,0,30
CUST0490,Rajantira Balasubramaniam,rajantira.balasubramaniam@gmail.com,1,8,10,18.5,37,25,1,Premium,1369.41,3,0,2,3,1,23
CUST0491,Aviviini Okafor,aviviini.okafor@gmail.com,8,52,19,90.1,38,16,1,Standard,1063.26,0,0,8,1,0,25
CUST0492,Kriyaika Haldar,kriyaika.haldar@gmail.com,46,8,19,41.8,49,18,1,Premium,335.79,0,0,7,1,0,69
CUST0493,Avianta Parameswaran,avianta.parameswaran@gmail.com,16,9,26,118.7,1,19,0,Standard,1072.63,1,0,5,4,0,49
CUST0494,Vivanesh Moretti,vivanesh.moretti@gmail.com,14,51,22,60.8,25,12,0,Standard,1025.06,0,0,3,1,0,41
CUST0495,Devnaesh Novak,devnaesh.novak@gmail.com,12,56,29,19.1,36,8,0,Standard,1246.49,0,0,6,2,0,28
CUST0496,Aaenika Parameswaran,aaenika.parameswaran@gmail.com,51,52,12,88.4,17,17,0,Premium,1271.82,0,1,2,0,0,48
CUST0497,Yogilant Andersson,yogilant.andersson@gmail.com,23,25,3,42.1,41,15,0,Premium,1327.66,0,0,9,4,0,43
CUST0498,Shaanant Hernandez,shaanant.hernandez@gmail.com,15,40,13,119.7,24,10,0,Basic,737.37,1,1,7,0,0,50
CUST0499,Anus Balasubramaniam,anus.balasubramaniam@gmail.com,28,34,18,117.7,2,15,0,Standard,1106.22,1,1,0,1,0,48
CUST0500,Lakenit Kowalski,lakenit.kowalski@gmail.com,34,51,8,80.5,40,15,1,Standard,547.73,1,0,2,3,1,10
CUST0501,Manyait Chakraborty,manyait.chakraborty@gmail.com,2,24,21,19.9,15,23,0,Standard,1498.14,0,0,4,4,0,44
CUST0502,Devyaa Dimitrov,devyaa.dimitrov@gmail.com,32,25,15,84.0,32,7,0,Basic,426.93,1,1,4,1,0,57
CUST0503,Tanantav Fernandes,tanantav.fernandes@gmail.com,23,10,1,15.7,39,13,0,Premium,212.15,0,1,9,2,0,74
CUST0504,Aareshendra Bhattacharya,aareshendra.bhattacharya@gmail.com,22,37,3,8.4,6,17,0,Premium,392.45,0,0,1,4,0,31
CUST0505,Harantan Raghunathan,harantan.raghunathan@gmail.com,51,1,26,99.6,1,9,1,Basic,1207.63,3,1,9,4,1,22
CUST0506,Praitira Moretti,praitira.moretti@gmail.com,25,6,8,29.1,47,8,0,Premium,779.82,0,1,7,3,0,70
CUST0507,Praishan Fernandes,praishan.fernandes@gmail.com,58,17,4,48.6,23,20,0,Basic,780.75,1,0,4,4,0,41
CUST0508,Lakaran Hernandez,lakaran.hernandez@gmail.com,22,26,16,116.9,39,26,0,Basic,1440.53,0,1,6,3,0,50
CUST0509,Ariantit Purohit,ariantit.purohit@gmail.com,58,33,23,43.7,17,27,0,Basic,1394.53,1,0,6,1,0,49
CUST0510,Neeavini Haldar,neeavini.haldar@gmail.com,58,26,10,39.1,34,21,0,Basic,603.55,1,0,4,2,0,48
CUST0511,Neeenendra Mahadevan,neeenendra.mahadevan@gmail.com,22,16,12,110.6,41,18,1,Premium,470.78,0,1,7,2,0,53
CUST0512,Varantesh Mahadevan,varantesh.mahadevan@gmail.com,49,42,14,17.7,29,13,1,Basic,1302.03,0,1,8,4,1,11
CUST0513,Aareshesh Raghunathan,aareshesh.raghunathan@gmail.com,52,58,14,92.4,9,16,1,Basic,1376.82,1,0,3,4,1,10
CUST0514,Laknaesh Mehra,laknaesh.mehra@gmail.com,42,43,2,118.6,13,9,0,Basic,903.08,0,0,3,1,0,49
CUST0515,Aayait Hernandez,aayait.hernandez@gmail.com,6,58,23,108.6,6,12,1,Basic,1017.25,0,0,7,3,1,10
CUST0516,Anan Basu,anan.basu@gmail.com,15,50,5,79.9,6,12,0,Basic,532.99,1,1,0,2,0,24
CUST0517,Kriyaav Kulasekaran,kriyaav.kulasekaran@gmail.com,54,53,5,41.1,20,6,0,Standard,1240.04,0,1,3,3,0,23
CUST0518,Ishyaa Kowalski,ishyaa.kowalski@gmail.com,43,23,6,34.2,3,19,0,Basic,1020.76,2,1,5,1,0,49
CUST0519,Arivia Mehra,arivia.mehra@gmail.com,37,24,13,99.2,17,28,0,Premium,853.57,0,1,3,2,0,60
CUST0520,Varyaant Ishikawa,varyaant.ishikawa@gmail.com,33,6,9,106.2,49,7,0,Premium,277.14,0,0,5,2,0,78
CUST0521,Rajenira Gokhale,rajenira.gokhale@gmail.com,8,51,22,65.4,12,25,1,Basic,1389.72,1,0,4,0,0,24
CUST0522,Manavan Mensah,manavan.mensah@gmail.com,53,5,28,33.1,48,3,0,Premium,999.09,0,0,8,1,0,87
CUST0523,Manantav Kulasekaran,manantav.kulasekaran@gmail.com,44,52,29,18.0,47,16,0,Basic,449.5,0,1,9,1,0,40
CUST0524,Aaviika Mehra,aaviika.mehra@gmail.com,44,23,15,15.0,45,18,0,Basic,987.3,0,0,8,0,0,77
CUST0525,Yogeshav Kulasekaran,yogeshav.kulasekaran@gmail.com,5,32,14,87.7,1,16,1,Basic,1079.7,0,0,3,3,1,29
CUST0526,Surarira Chakraborty,surarira.chakraborty@gmail.com,39,48,24,53.3,17,23,1,Basic,882.5,0,0,3,0,0,37
CUST0527,Kaan Bhattacharya,kaan.bhattacharya@gmail.com,4,28,7,109.1,3,7,1,Standard,1132.53,0,0,7,1,0,49
CUST0528,Aaeshya Okafor,aaeshya.okafor@gmail.com,6,42,25,90.1,26,4,0,Premium,954.89,0,0,9,3,0,34
CUST0529,Mannaant Balasubramaniam,mannaant.balasubramaniam@gmail.com,45,21,20,27.0,15,27,0,Basic,1431.1,0,0,3,2,0,63
CUST0530,Hararesh Mehra,hararesh.mehra@gmail.com,32,25,2,75.6,36,25,0,Standard,268.81,1,0,1,0,0,65
CUST0531,Suranini Moretti,suranini.moretti@gmail.com,52,27,7,55.1,32,8,0,Basic,337.12,1,0,1,3,0,39
CUST0532,Shaavav Andersson,shaavav.andersson@gmail.com,30,49,6,71.4,32,13,0,Premium,424.77,0,0,0,3,0,27
CUST0533,Eler Almeida,eler.almeida@gmail.com,47,20,17,89.9,4,13,0,Basic,1096.22,1,0,4,3,0,46
CUST0534,Neeviav Andersson,neeviav.andersson@gmail.com,35,48,27,97.7,18,17,0,Basic,1038.27,1,0,5,0,0,42
CUST0535,Suravant Purohit,suravant.purohit@gmail.com,55,6,25,102.0,49,17,1,Basic,1358.68,0,1,8,2,0,63
CUST0536,Ishavav Fernandes,ishavav.fernandes@gmail.com,40,16,25,34.2,19,5,0,Basic,1151.74,1,0,4,3,0,50
CUST0537,Luus Ishikawa,luus.ishikawa@gmail.com,52,19,28,8.6,43,6,0,Standard,859.86,0,1,5,0,0,81
CUST0538,Neeeshini Fernandes,neeeshini.fernandes@gmail.com,16,40,2,90.0,35,19,0,Premium,1488.38,2,1,5,1,0,32
CUST0539,Sainaav Dimitrov,sainaav.dimitrov@gmail.com,13,48,3,17.2,40,13,1,Basic,544.94,0,0,2,0,0,37
CUST0540,Pranaya Dimitrov,pranaya.dimitrov@gmail.com,50,19,5,41.2,14,25,1,Standard,1282.15,0,0,3,0,0,66
CUST0541,Krienya Gokhale,krienya.gokhale@gmail.com,42,53,5,5.4,33,28,1,Standard,753.83,1,1,0,0,0,22
CUST0542,Praeshika Khatri,praeshika.khatri@gmail.com,30,21,1,83.4,14,26,1,Premium,1042.36,0,1,3,3,0,40
CUST0543,Praviesh Basu,praviesh.basu@gmail.com,19,27,8,24.2,34,14,0,Basic,1144.45,0,1,0,0,0,73
CUST0544,Taneshya Mahadevan,taneshya.mahadevan@gmail.com,17,39,12,80.4,4,22,0,Standard,1022.88,0,1,4,1,0,53
CUST0545,Vivantan Haldar,vivantan.haldar@gmail.com,56,48,24,119.1,24,4,0,Premium,381.66,0,0,7,3,0,28
CUST0546,Elen Gokhale,elen.gokhale@gmail.com,19,6,4,13.4,29,28,0,Standard,774.84,1,0,7,1,0,76
CUST0547,Avienant Gokhale,avienant.gokhale@gmail.com,28,0,13,13.9,19,7,0,Basic,928.87,1,0,4,4,0,58
CUST0548,Suritesh Purohit,suritesh.purohit@gmail.com,58,31,23,44.1,6,8,0,Basic,1302.76,0,0,9,0,0,69
CUST0549,Taneshira Haldar,taneshira.haldar@gmail.com,55,12,15,104.6,33,25,1,Basic,775.74,0,0,1,3,0,49
CUST0550,Lea Mensah,lea.mensah@gmail.com,26,29,11,29.8,49,13,1,Standard,1393.37,1,1,5,3,0,22
CUST0551,Saieshya Dimitrov,saieshya.dimitrov@gmail.com,37,22,10,46.4,40,27,1,Standard,771.49,0,0,0,0,0,63
CUST0552,Tanavit Chakraborty,tanavit.chakraborty@gmail.com,26,50,3,12.9,19,6,1,Basic,912.41,1,0,6,2,1,10
CUST0553,Rajenan Chakraborty,rajenan.chakraborty@gmail.com,53,58,22,92.8,1,6,0,Standard,1234.17,0,1,3,2,0,26
CUST0554,Shaanit Purohit,shaanit.purohit@gmail.com,23,55,14,52.0,5,24,0,Standard,956.99,0,1,4,1,0,37
CUST0555,Neeavya Keller,neeavya.keller@gmail.com,9,18,16,92.3,27,28,0,Standard,1447.28,0,0,5,0,0,82
CUST0556,Varilika Kulasekaran,varilika.kulasekaran@gmail.com,12,31,10,108.9,16,21,0,Standard,1057.44,0,1,0,0,0,69
CUST0557,Yogishira Ilangovan,yogishira.ilangovan@gmail.com,53,29,29,31.8,6,3,1,Premium,878.52,0,1,8,4,0,24
CUST0558,Surantika Dimitrov,surantika.dimitrov@gmail.com,1,28,10,97.9,40,28,0,Basic,229.67,0,0,9,2,0,56
CUST0559,Aailya Raghunathan,aailya.raghunathan@gmail.com,58,48,12,11.8,13,3,1,Premium,736.85,0,0,3,2,1,21
CUST0560,Mien Dimitrov,mien.dimitrov@gmail.com,58,44,9,108.4,48,13,0,Basic,588.02,0,0,7,0,0,56
CUST0561,Viveshesh Bhattacharya,viveshesh.bhattacharya@gmail.com,1,28,1,79.8,35,22,0,Basic,1171.54,0,0,4,1,0,64
CUST0562,Neeilya Hernandez,neeilya.hernandez@gmail.com,47,29,5,105.5,19,2,0,Basic,469.76,0,0,7,0,0,71
CUST0563,Haryaira Ilangovan,haryaira.ilangovan@gmail.com,34,15,20,5.0,12,16,0,Basic,465.79,0,1,0,1,0,77
CUST0564,Raan Hernandez,raan.hernandez@gmail.com,32,39,8,24.4,16,22,0,Basic,445.37,0,1,7,2,0,45
CUST0565,Ishyaav Balasubramaniam,ishyaav.balasubramaniam@gmail.com,54,18,11,49.8,43,29,0,Basic,362.3,0,1,3,4,0,50
CUST0566,Rajyaant Keller,rajyaant.keller@gmail.com,48,17,12,48.6,10,6,1,Premium,603.31,1,1,1,3,0,34
CUST0567,Neeantira Suryanarayanan,neeantira.suryanarayanan@gmail.com,25,0,1,31.1,25,8,0,Basic,1350.7,2,1,5,2,0,64
CUST0568,Rajanika Venkataraman,rajanika.venkataraman@gmail.com,40,13,25,48.9,20,23,0,Standard,1206.41,0,0,1,1,0,79
CUST0569,Luo Suryanarayanan,luo.suryanarayanan@gmail.com,45,50,22,19.8,31,8,0,Basic,1154.83,0,0,4,0,0,50
CUST0570,Kriantika Andersson,kriantika.andersson@gmail.com,53,46,20,52.5,4,25,0,Premium,1235.54,0,1,1,2,0,38
CUST0571,Aareshira Mensah,aareshira.mensah@gmail.com,1,49,28,97.3,44,6,1,Standard,549.24,1,0,2,4,1,10
CUST0572,Surarika Almeida,surarika.almeida@gmail.com,16,1,25,60.1,23,14,0,Basic,1352.67,0,0,5,1,0,91
CUST0573,Ala Almeida,ala.almeida@gmail.com,39,53,11,7.1,2,3,1,Premium,377.49,0,0,0,0,0,32
CUST0574,Kriyaira Dimitrov,kriyaira.dimitrov@gmail.com,5,27,5,53.5,22,10,0,Standard,636.25,1,1,5,3,0,39
CUST0575,Varyaika Andersson,varyaika.andersson@gmail.com,22,48,15,8.1,37,3,1,Premium,961.77,0,0,2,1,0,29
CUST0576,Tanviit Khatri,tanviit.khatri@gmail.com,29,49,5,116.1,8,27,0,Standard,332.78,0,1,6,0,0,51
CUST0577,Yogishesh Kowalski,yogishesh.kowalski@gmail.com,55,29,12,19.7,7,12,0,Standard,1148.17,0,0,1,3,0,47
CUST0578,Aviyaesh Novak,aviyaesh.novak@gmail.com,3,37,5,86.4,14,17,0,Premium,702.42,1,1,5,0,0,53
CUST0579,Shaarav Kulasekaran,shaarav.kulasekaran@gmail.com,12,50,17,116.9,3,27,0,Standard,1218.73,0,0,7,3,0,26
CUST0580,Kriantira Basu,kriantira.basu@gmail.com,26,3,17,100.0,16,29,0,Basic,839.77,2,1,0,3,0,53
CUST0581,Lein Hernandez,lein.hernandez@gmail.com,16,0,24,85.4,19,5,0,Premium,434.14,1,0,8,3,0,66
CUST0582,Mananav Keller,mananav.keller@gmail.com,51,7,12,101.5,18,20,0,Basic,1154.19,0,1,4,0,0,93
CUST0583,Alin Dimitrov,alin.dimitrov@gmail.com,37,28,24,117.9,16,25,0,Standard,526.79,0,0,4,3,0,48
CUST0584,Devilant Raghunathan,devilant.raghunathan@gmail.com,22,54,28,76.5,8,9,0,Basic,837.05,0,0,4,1,0,38
CUST0585,Nia Ilangovan,nia.ilangovan@gmail.com,57,38,15,69.3,33,21,1,Standard,297.19,1,0,5,4,1,10
CUST0586,Nian Moretti,nian.moretti@gmail.com,29,2,15,77.2,49,26,0,Premium,1002.23,1,0,1,4,0,56
CUST0587,Rais Basu,rais.basu@gmail.com,14,31,6,66.3,12,20,0,Basic,1064.62,0,0,5,3,0,45
CUST0588,Rajnaika Moretti,rajnaika.moretti@gmail.com,28,9,12,78.0,11,7,0,Basic,691.28,2,0,3,4,0,39
CUST0589,Lakviesh Balasubramaniam,lakviesh.balasubramaniam@gmail.com,5,9,27,56.7,5,22,1,Standard,1439.75,0,1,7,4,1,44
CUST0590,Haryaav Haldar,haryaav.haldar@gmail.com,47,18,29,30.1,27,4,0,Premium,1335.42,0,1,8,3,0,58
CUST0591,Alis Mensah,alis.mensah@gmail.com,49,45,20,18.8,12,13,0,Standard,1119.32,2,0,8,3,1,11
CUST0592,Aviilya Andersson,aviilya.andersson@gmail.com,30,33,18,12.9,17,13,1,Basic,1126.75,1,1,7,1,0,34
CUST0593,Surnaa Parameswaran,surnaa.parameswaran@gmail.com,46,59,14,35.3,6,10,1,Premium,527.12,0,0,2,2,1,10
CUST0594,Kriviira Parameswaran,kriviira.parameswaran@gmail.com,52,32,2,10.3,33,18,0,Standard,1052.86,1,0,9,0,0,58
CUST0595,Varanini Okafor,varanini.okafor@gmail.com,5,22,9,70.2,5,17,0,Basic,456.67,3,0,3,3,1,24
CUST0596,Manarant Khatri,manarant.khatri@gmail.com,12,54,5,37.6,28,20,1,Basic,386.2,1,0,0,3,1,10
CUST0597,Ishishesh Okafor,ishishesh.okafor@gmail.com,16,27,20,99.8,14,20,0,Standard,1498.31,1,0,8,4,0,31
CUST0598,Harenira Moretti,harenira.moretti@gmail.com,26,31,26,13.5,5,13,0,Basic,1008.09,1,1,4,1,0,51
CUST0599,Raen Chakraborty,raen.chakraborty@gmail.com,26,49,29,31.0,33,17,0,Basic,759.28,0,0,5,4,0,19
CUST0600,Alon Hernandez,alon.hernandez@gmail.com,48,6,1,89.0,48,22,1,Premium,573.61,1,0,2,3,0,45
CUST0601,Rajanesh Novak,rajanesh.novak@gmail.com,21,28,23,73.9,41,4,0,Basic,984.1,0,0,9,3,0,48
